,Page,Year,Month,Title,Date,URL
194,10,2008,10,North Korea to Resume Disabling Nuclear Plant,2008-10-13,https://www.nytimes.com/2008/10/13/world/asia/13nkorea.html
195,10,2008,12,After the Reign of Terror in Mumbai,2008-12-02,https://www.nytimes.com/2008/12/02/opinion/l02mumbai.html
196,10,2008,8,Britain: Suspect Arrested in Threats to Prime Minister,2008-08-27,https://www.nytimes.com/2008/08/27/world/europe/27briefs-SUSPECTARRES_BRF.html
197,10,2008,10,Britain: Retreat on Detention Plan,2008-10-15,https://www.nytimes.com/2008/10/15/world/europe/15briefs-RETREATONDET_BRF.html
198,10,2008,11,Yemen: Claim Made on Embassy Blast,2008-11-15,https://www.nytimes.com/2008/11/15/world/middleeast/15briefs-CLAIMMADEONE_BRF.html
199,10,2008,7,Germany Convicts 3 in 2004 Plot to Kill Iraqi Leader,2008-07-16,https://www.nytimes.com/2008/07/16/world/europe/16germany.html
200,1,2009,4,Britain Prepares to Deport 9 Terrorism Suspects,2009-04-22,https://www.nytimes.com/2009/04/22/world/europe/22deport.html
201,1,2009,12,Does Terrorism Work?,2009-12-07,https://economix.blogs.nytimes.com/2009/12/07/does-terrorism-work/
202,1,2009,11,The Lede: Defining Terrorism,2009-11-20,https://atwar.blogs.nytimes.com/2009/11/20/the-lede-defining-terrorism/
203,1,2009,9,'A New Terrorism Alert',2009-09-28,https://laughlines.blogs.nytimes.com/2009/09/28/a-new-terrorism-alert/
204,1,2009,11,Can Soldiers Be Victims of Terrorism?,2009-11-20,https://thelede.blogs.nytimes.com/2009/11/20/define-terrorism/
205,1,2009,2,Terrorism Trial for Figure in Zimbabwe Opposition,2009-02-19,https://www.nytimes.com/2009/02/19/world/africa/19zimbabwe.html
206,1,2009,11,"Smaller-Scale Terrorism Plots Pose New and Worrisome Threats, Officials Say",2009-11-01,https://www.nytimes.com/2009/11/01/us/01terror.html
207,1,2009,2,Saudis Issue List of 85 Terrorism Suspects,2009-02-04,https://www.nytimes.com/2009/02/04/world/middleeast/04saudi.html
208,1,2009,5,Canadian Released in Terrorism Case,2009-05-23,https://www.nytimes.com/2009/05/23/world/americas/23toronto.html
209,1,2009,12,Terrorism priorities,2009-12-29,https://krugman.blogs.nytimes.com/2009/12/29/terrorism-priorities/
210,2,2009,11,Fort Hood and the Questions About Terrorism,2009-11-27,https://www.nytimes.com/2009/11/27/opinion/l27hood.html
211,2,2009,12,Upper Crust Is Often Drawn to Terrorism,2009-12-31,https://www.nytimes.com/2009/12/31/us/31iht-letter.html
212,2,2009,7,Aftermath of a Bombing,2009-07-17,https://www.nytimes.com/video/multimedia/1247463482540/aftermath-of-a-bombing.html
213,2,2009,2,"Suspects Will Face Justice, Obama Tells Families of Terrorism Victims",2009-02-07,https://www.nytimes.com/2009/02/07/us/politics/07gitmo.html
214,2,2009,5,Obama Defends His Anti-Terrorism Policies,2009-05-22,https://query.nytimes.com/gst/fullpage.html?res=9C00EED61238F931A15756C0A96F9C8B63
215,2,2009,1,Terrorism Guilty Pleas by 2 in Sri Lankan Separatist Group,2009-01-28,https://www.nytimes.com/2009/01/28/nyregion/28tigers.html
216,2,2009,2,A Terrorism Test Case Obama May Not Want,2009-02-28,https://www.nytimes.com/2009/02/28/us/politics/28web-detain.html
217,2,2009,9,Terrorism Suspect Held in Colorado,2009-09-22,https://cityroom.blogs.nytimes.com/2009/09/22/terrorism-suspect-held-in-colorado/
218,2,2009,12,Terrorism Suspect Asks Judge to Dismiss Case,2009-12-01,https://cityroom.blogs.nytimes.com/2009/12/01/suspected-terrorist-asks-judge-to-dismiss-case/
219,2,2009,9,Terrorism Suspect Held in Colorado,2009-09-22,https://cityroom.blogs.nytimes.com/2009/09/22/terrorism-suspect-held-in-colorado/
220,3,2009,5,Dismissal Is Sought in Case Against Terrorism Suspect,2009-05-14,https://www.nytimes.com/2009/05/14/nyregion/14detain.html
221,3,2009,12,Terrorism Suspect Asks Judge to Dismiss Case,2009-12-01,https://cityroom.blogs.nytimes.com/2009/12/01/suspected-terrorist-asks-judge-to-dismiss-case/
222,3,2009,12,Terrorism Suspect Asks Judge to Dismiss Case,2009-12-01,https://cityroom.blogs.nytimes.com/2009/12/01/suspected-terrorist-asks-judge-to-dismiss-case/
223,3,2009,11,Your Dot: On Science and 'Cyber-Terrorism',2009-11-22,https://dotearth.blogs.nytimes.com/2009/11/22/your-dot-on-science-and-cyber-terrorism/
224,3,2009,12,Terrorism Adviser Gets an Ethics Waiver,2009-12-31,https://thecaucus.blogs.nytimes.com/2009/12/31/terrorism-adviser-gets-an-ethics-waiver/
225,3,2009,10,French Investigate Scientist in Formal Terrorism Inquiry,2009-10-14,https://www.nytimes.com/2009/10/14/world/europe/14cern.html
226,3,2009,8,"Indonesia: Terrorism Suspect Not Killed in a Shootout, Forensic Tests Confirm",2009-08-12,https://www.nytimes.com/2009/08/12/world/asia/12briefs-Indonesia.html
227,3,2009,6,Trials Seen as Hurting Terror Investigations,2009-06-24,https://www.nytimes.com/2009/06/24/us/24terror.html
228,3,2009,4,Malicious Intent,2009-04-26,https://www.nytimes.com/2009/04/26/books/review/Richardson-t.html
229,3,2009,11,Pakistan Charges 7 Terrorism Suspects a Year After Attacks That Shocked Mumbai,2009-11-26,https://www.nytimes.com/2009/11/26/world/asia/26mumbai.html
230,4,2009,9,Terrorism Task Force Raids Queens Apartments,2009-09-15,https://www.nytimes.com/2009/09/15/nyregion/15terror.html
231,4,2009,7,India and Pakistan Agree to Fight Terror Together,2009-07-17,https://www.nytimes.com/2009/07/17/world/asia/17india.html
232,4,2009,7,2 Somali-Americans Charged With Aiding Terror,2009-07-14,https://www.nytimes.com/2009/07/14/us/14somalis.html
233,4,2009,11,Zimbabwe: Lawyers Seek New Judge in Terrorism Trial of Opposition Leader,2009-11-13,https://www.nytimes.com/2009/11/13/world/africa/13briefs-Zimbrf.html
234,4,2009,8,Immigration Judge Clears Egyptian Student Previously Acquitted in Terrorism Case,2009-08-22,https://www.nytimes.com/2009/08/22/us/22deport.html
235,4,2009,9,Court Ends Terrorism Case Against Zimbabwe Activist,2009-09-28,https://www.nytimes.com/2009/09/29/world/africa/29zimbabwe.html
236,4,2009,9,Terrorism Suspect Held Without Bail in Colorado,2009-09-22,https://www.nytimes.com/2009/09/22/nyregion/22terror.html
237,4,2009,12,Passenger Tries to Blow Up Jet,2009-12-26,https://www.nytimes.com/video/us/1247466288689/passenger-tries-to-blow-up-jet.html
238,4,2009,6,"Cleared of Terror Charges, Facing Deportation",2009-06-04,https://www.nytimes.com/2009/06/04/us/04terror.html
239,4,2009,12,Travel Q. and A. About Terrorism Attempt,2009-12-26,https://thelede.blogs.nytimes.com/2009/12/26/travel-q-and-a-about-terrorism-attempt/
240,5,2009,10,"A Man Under Watch, but Not Under Wraps, in a Terrorism Case",2009-10-09,https://www.nytimes.com/2009/10/09/nyregion/09surveil.html
241,5,2009,5,Dueling Speeches: Obama and Cheney,2009-05-22,https://www.nytimes.com/video/us/politics/1194840420960/dueling-speeches-obama-and-cheney.html
242,5,2009,10,"In Somalia, a New Template for Fighting Terrorism",2009-10-18,https://www.nytimes.com/2009/10/18/weekinreview/18gettleman.html
243,5,2009,11,Terrorism Trial May Point Way for 9/11 Cases,2009-11-23,https://www.nytimes.com/2009/11/23/nyregion/23ghailani.html
244,5,2009,12,New Charges Planned for Suspect in Terror Plot Case,2009-12-04,https://www.nytimes.com/2009/12/04/nyregion/04zazi.html
245,5,2009,10,Mass. Man Arrested in Terrorism Case,2009-10-22,https://www.nytimes.com/2009/10/22/us/22terror.html
246,5,2009,11,Conviction of Sheik’s Lawyer for Assisting Terrorism Is Upheld,2009-11-18,https://www.nytimes.com/2009/11/18/nyregion/18stewart.html
247,5,2009,7,A Police Guide to Protecting Buildings From Terrorism,2009-07-01,https://cityroom.blogs.nytimes.com/2009/07/01/a-police-guide-to-protecting-buildings-from-terrorism/
248,5,2009,7,A Police Guide to Protecting Buildings From Terrorism,2009-07-01,https://cityroom.blogs.nytimes.com/2009/07/01/a-police-guide-to-protecting-buildings-from-terrorism/
249,5,2009,8,TERRORISM AND ITS FALLOUT | AUG. 16-22,2009-08-23,https://query.nytimes.com/gst/fullpage.html?res=9E0DEEDC1E3DF930A1575BC0A96F9C8B63
250,6,2009,5,Detainee to Be Transferred to U.S. for Trial,2009-05-22,https://www.nytimes.com/2009/05/22/us/22gitmo.html
251,6,2009,7,Security Council Panel to Vet All Entries on Terrorism List,2009-07-15,https://www.nytimes.com/2009/07/15/world/15briefs-Nations.html
252,6,2009,12,Terror Attempt Seen as Man Tries to Ignite Device on Jet,2009-12-26,https://www.nytimes.com/2009/12/26/us/26plane.html
253,6,2009,10,Clinton Challenges Pakistanis on Al Qaeda,2009-10-30,https://www.nytimes.com/2009/10/30/world/asia/30clinton.html
254,6,2009,3,Trying to Limit Disclosure on Explosion,2009-03-29,https://www.nytimes.com/2009/03/29/us/29chemical.html
255,6,2009,12,Suspect Cites Trial Delay in Seeking Dismissal,2009-12-02,https://www.nytimes.com/2009/12/02/nyregion/02ghailani.html
256,6,2009,11,"Born in U.S., a Radical Cleric Inspires Terror",2009-11-19,https://www.nytimes.com/2009/11/19/us/19awlaki.html
257,6,2009,11,Lawmakers Call Ft. Hood Shootings ‘Terrorism’,2009-11-20,https://www.nytimes.com/2009/11/20/us/politics/20hood.html
258,6,2009,1,"Chases, Gunplay and Terrorism, Without the Familiar Landmarks",2009-01-23,https://www.nytimes.com/2009/01/23/arts/television/23ion.html
259,6,2009,12,Plane Scare on Christmas Day,2009-12-26,https://www.nytimes.com/video/multimedia/1247466287725/plane-scare-on-christmas-day.html
260,7,2009,9,Pakistan Places Mumbai Suspect Under House Arrest,2009-09-22,https://www.nytimes.com/2009/09/22/world/asia/22pstan.html
261,7,2009,2,"How Smart Is the U.S. Intelligence, Anyway?",2009-02-02,https://www.nytimes.com/2009/02/03/arts/television/03spy.html
262,7,2009,12,New Incidents Test Immunity to Terrorism on U.S. Soil,2009-12-12,https://www.nytimes.com/2009/12/12/us/12assess.html
263,7,2009,4,British Court Clears 3 Men on Terrorism Charges,2009-04-29,https://www.nytimes.com/2009/04/29/world/europe/29britain.html
264,7,2009,4,C.I.A. to Close Secret Prisons for Terror Suspects,2009-04-10,https://www.nytimes.com/2009/04/10/world/10detain.html
265,7,2009,9,Lawyer Defends Queens Imam Arrested in Terror Inquiry,2009-09-21,https://www.nytimes.com/2009/09/21/nyregion/21imam.html
266,7,2009,4,Interpreter for F.B.I. Thinks Interrogators Beat Terror Suspect,2009-04-16,https://www.nytimes.com/2009/04/16/nyregion/16embassy.html
267,7,2009,4,"Credentials Challenged, Radical Quotes West Point",2009-04-30,https://www.nytimes.com/2009/04/30/world/middleeast/30jihad.html
268,7,2009,7,Britain Lowers Terror Threat Level,2009-07-21,https://www.nytimes.com/2009/07/21/world/europe/21britain.html
269,7,2009,8,Saudi Arabia: Antiterror Arrests,2009-08-20,https://www.nytimes.com/2009/08/20/world/middleeast/20briefs-SaudiArabia.html
270,8,2009,11,Remember Mumbai,2009-11-26,https://www.nytimes.com/2009/11/26/opinion/26iht-edreid.html
271,8,2009,4,Britain’s Antiterror Officer Resigns,2009-04-09,https://www.nytimes.com/2009/04/10/world/europe/10britain.html
272,8,2009,9,New York Police Official in Terror Unit Is Removed,2009-09-24,https://www.nytimes.com/2009/09/24/nyregion/24terror.html
273,8,2009,4,Hamas Hasn’t Earned a Place at the Negotiating Table,2009-04-09,https://www.nytimes.com/2009/04/09/opinion/lweb09cohen.html
274,8,2009,5,Obama Sets 'New Direction' on Terror,2009-05-21,https://www.nytimes.com/video/us/politics/1194840413735/obama-sets-new-direction-on-terror.html
275,8,2009,3,Greece: Scotland Yard Sends Officers,2009-03-17,https://www.nytimes.com/2009/03/17/world/europe/17briefs-SCOTLANDYARD_BRF.html
276,8,2009,8,Plot to Kill Indonesian President Foiled,2009-08-09,https://www.nytimes.com/2009/08/09/world/asia/09indo.html
277,8,2009,5,Egypt Arrests 7 in Bombing of Cairo Bazaar,2009-05-24,https://www.nytimes.com/2009/05/24/world/middleeast/24egypt.html
278,8,2009,11,Britain: Police Arrest Five Men in Antiterrorism Operation,2009-11-17,https://www.nytimes.com/2009/11/17/world/europe/17briefs-Britain.html
279,8,2009,12,The Near Disaster in the Sky,2009-12-31,https://www.nytimes.com/2009/12/31/opinion/31iht-edlet.html
280,9,2009,6,Suspects Plan Guilty Pleas in Terror Case in Germany,2009-06-10,https://www.nytimes.com/2009/06/10/world/europe/10germany.html
281,9,2009,9,Indonesian Police Kill Alleged Terror Mastermind,2009-09-18,https://www.nytimes.com/2009/09/18/world/asia/18indo.html
282,9,2009,2,U.S. Will Give Qaeda Suspect a Civilian Trial,2009-02-27,https://www.nytimes.com/2009/02/27/washington/27detain.html
283,9,2009,9,Terror Case Is Called One of the Most Serious in Years,2009-09-25,https://www.nytimes.com/2009/09/25/us/25zazi.html
284,9,2009,5,"Milan Judge Says C.I.A. Trial to Continue, With Restrictions",2009-05-21,https://www.nytimes.com/2009/05/21/world/europe/21italy.html
285,9,2009,12,Illinois: Terror Suspect Ordered Held,2009-12-16,https://www.nytimes.com/2009/12/16/us/16brfs-TERRORSUSPEC_BRF.html
286,9,2009,8,Court in North Carolina Hears Tapes in Terror Case,2009-08-05,https://www.nytimes.com/2009/08/05/us/05terror.html
287,9,2009,9,Playing Chicken With Suicide Bombers,2009-09-27,https://www.nytimes.com/2009/09/27/opinion/27farmer.html
288,9,2009,9,How Using Imam in Terror Inquiry Backfired on Police,2009-09-23,https://www.nytimes.com/2009/09/23/nyregion/23terror.html
289,9,2009,8,Australia Officials Say Terror Suspects Plotted to Kill Until Killed,2009-08-05,https://www.nytimes.com/2009/08/05/world/asia/05australia.html
290,10,2009,4,Athens Struck by Firebomb Attacks,2009-04-01,https://www.nytimes.com/2009/04/01/world/europe/01greece.html
291,10,2009,12,Brooklyn May Also Play Host to Terror Trials,2009-12-15,https://www.nytimes.com/2009/12/15/nyregion/15detain.html
292,10,2009,5,The Real Path to Security,2009-05-21,https://www.nytimes.com/2009/05/22/opinion/22fri1.html
293,10,2009,5,"Explorers Train to Fight Terrorists, and More",2009-05-13,https://www.nytimes.com/slideshow/2009/05/13/us/0000EXPLORERS_index.html
294,10,2009,2,Saudi Arabia: Guantánamo Ex-Inmate Is in Custody,2009-02-18,https://www.nytimes.com/2009/02/18/world/middleeast/18briefs-GUANTNAMOEXI_BRF.html
295,10,2009,11,A Town Ponders Controversial Prisoners,2009-11-17,https://www.nytimes.com/slideshow/2009/11/17/us/1117ILLINOIS_index.html
296,10,2009,10,Rush for Clues Before Charges in Terror Case,2009-10-01,https://www.nytimes.com/2009/10/01/nyregion/01terror.html
297,10,2009,2,Restrictive Terms of Prisoner’s Confinement Add Fuel to Debate,2009-02-05,https://www.nytimes.com/2009/02/05/nyregion/05hashmi.html
298,10,2009,6,What Happened to Skepticism?,2009-06-06,https://www.nytimes.com/2009/06/07/opinion/07pubed.html
299,10,2009,1,Judge Refuses to Delay a Case at Guantánamo,2009-01-30,https://www.nytimes.com/2009/01/30/us/30gitmo.html
300,1,2010,2,Obama Challenges Terrorism Critics,2010-02-08,https://www.nytimes.com/2010/02/08/us/politics/08terror.html
301,1,2010,12,Put Terrorism Suspects on Trial,2010-12-30,https://www.nytimes.com/2010/12/30/opinion/30iht-edlet30.html
302,1,2010,10,U.S. Issues Terrorism Alert for Travel to Europe,2010-10-03,https://www.nytimes.com/2010/10/03/world/europe/03security.html
303,1,2010,6,Private Trauma Sheds Light on Terrorism,2010-06-30,https://www.nytimes.com/2010/06/30/books/30stern.html
304,1,2010,2,Terrorism and Free Speech,2010-02-23,https://www.nytimes.com/2010/02/23/opinion/23tue2.html
305,1,2010,12,Chinese Premier Praises Pakistan’s Fight Against Terrorism,2010-12-20,https://www.nytimes.com/2010/12/20/world/asia/20pstan.html
306,1,2010,7,Kosovo: Judges Say No to U.S. Request for Extradition of Terrorism Suspect,2010-07-17,https://www.nytimes.com/2010/07/17/world/europe/17briefs-EXTRADITE.html
307,1,2010,1,United States Attorney Plans Drug-Terrorism Unit,2010-01-18,https://www.nytimes.com/2010/01/18/nyregion/18terror.html
308,1,2010,2,Terrorism Fight Creates Battle Over Prosecution,2010-02-12,https://www.nytimes.com/2010/02/12/us/12detain.html
309,1,2010,3,Ideology Breeds Terrorism,2010-03-27,https://www.nytimes.com/2010/03/27/opinion/27iht-edlet.html
310,2,2010,7,Killing Revives Fear of Domestic Terrorism in Greece,2010-07-22,https://www.nytimes.com/2010/07/22/world/europe/22athens.html
311,2,2010,5,Thailand Issues Warrant for Ex-Leader,2010-05-26,https://www.nytimes.com/2010/05/26/world/asia/26thai.html
312,2,2010,5,The Rights of Terrorism Suspects,2010-05-18,https://www.nytimes.com/2010/05/18/opinion/l18terror.html
313,2,2010,11,What Price to Stay Free of Terrorism?,2010-11-06,https://www.nytimes.com/2010/11/06/world/europe/06iht-letter.html
314,2,2010,3,5 Americans Held in Pakistan Plead Not Guilty to Terrorism Charges,2010-03-18,https://www.nytimes.com/2010/03/18/world/asia/18pstan.html
315,2,2010,11,Britain: Citizenship Restored to Cleric Wanted on Terrorism Charges in U.S.,2010-11-06,https://www.nytimes.com/2010/11/06/world/europe/06briefs-CLERIC.html
316,2,2010,2,5 Men Sentenced in Australian Terrorism Plot,2010-02-16,https://www.nytimes.com/2010/02/16/world/asia/16aussie.html
317,2,2010,12,Holder Calls Terrorism Sting Operations 'Essential',2010-12-12,https://query.nytimes.com/gst/fullpage.html?res=9906E6DD153AF931A25751C1A9669D8B63
318,2,2010,4,Words as Weapons: Dropping the ‘Terrorism’ Bomb,2010-04-04,https://www.nytimes.com/2010/04/04/weekinreview/04shane.html
319,2,2010,2,Bail Set for a Man Caught Up in His Son’s Terrorism Case,2010-02-18,https://www.nytimes.com/2010/02/18/nyregion/18zazi.html
320,3,2010,11,Here’s a Woman Fighting Terrorism. With Microloans.,2010-11-14,https://www.nytimes.com/2010/11/14/opinion/14kristof.html
321,3,2010,11,Ghailani Verdict Reignites Debate Over the Proper Court for Terrorism Trials,2010-11-19,https://www.nytimes.com/2010/11/19/us/19gitmo.html
322,3,2010,1,Inside Obama's War on Terrorism,2010-01-05,https://query.nytimes.com/gst/fullpage.html?res=9E04E2D81531F936A35752C0A9669D8B63
323,3,2010,1,Security for Terrorism Trials Estimated at $200 Million a Year,2010-01-07,https://www.nytimes.com/2010/01/07/nyregion/07terror.html
324,3,2010,5,Nuclear Plant Security in an Age of Terrorism,2010-05-13,https://www.nytimes.com/2010/05/13/opinion/l13nuclear.html
325,3,2010,5,A Bill to Revoke Citizenship in Terrorism Cases,2010-05-11,https://www.nytimes.com/2010/05/11/opinion/l11lieberman.html
326,3,2010,9,Op-Ed at 40: Age of Terrorism ,2010-09-25,https://www.nytimes.com/interactive/2010/09/25/opinion/opedat40-terrorism.html
327,3,2010,2,Australian Men Sentenced for Terrorism Plot,2010-02-15,https://www.nytimes.com/2010/02/15/world/asia/15aussie.html
328,3,2010,1,"Obama's Terrorism Response, a la '24'",2010-01-08,https://thecaucus.blogs.nytimes.com/2010/01/08/obamas-terrorism-response-a-la-24/
329,3,2010,6,Peru: American Activist Apologizes for ‘Collaborating With Terrorism’,2010-06-18,https://www.nytimes.com/2010/06/18/world/americas/18briefs-Peru.html
330,4,2010,6,Newburgh Terrorism Case May Establish a Line for Entrapment,2010-06-16,https://www.nytimes.com/2010/06/16/nyregion/16terror.html
331,4,2010,9,Terrorist Ties Doubted in Amsterdam Arrests,2010-09-01,https://www.nytimes.com/2010/09/01/world/europe/01plane.html
332,4,2010,9,Germany: Citizen Held by U.S. Is Suspected of Ties to Terrorism,2010-09-02,https://www.nytimes.com/2010/09/02/world/europe/02briefs-germanafgh.html
333,4,2010,11,How to Keep Terrorism Grounded,2010-11-02,https://www.nytimes.com/2010/11/02/opinion/02heifetz.html
334,4,2010,11,"E. Lawrence Barcella, Prosecutor of Terrorism Cases, Dies at 65",2010-11-18,https://www.nytimes.com/2010/11/18/us/18barcella.html
335,4,2010,1,Attack Is a Reminder That Sports Are a Target for Terrorism,2010-01-11,https://query.nytimes.com/gst/fullpage.html?res=9503E3D91430F932A25752C0A9669D8B63
336,4,2010,5,Leno: 'Sea Lions to Fight Terrorism',2010-05-21,https://laughlines.blogs.nytimes.com/2010/05/21/leno-sea-lions-to-fight-terrorism/
337,4,2010,8,Canada: ‘Idol’ Contestant Charged With Terrorism,2010-08-27,https://www.nytimes.com/2010/08/27/world/americas/27briefs-TORONTO.html
338,4,2010,11,"Fearing Terror Threat, Germany Raises Security",2010-11-18,https://www.nytimes.com/2010/11/18/world/europe/18germany.html
339,4,2010,10,The Gang That Couldn’t Bomb Straight,2010-10-24,https://www.nytimes.com/2010/10/24/movies/24lions.html
340,5,2010,2,Judge Expanded Review on Terrorism Suspect,2010-02-25,https://cityroom.blogs.nytimes.com/2010/02/25/judge-expanded-review-on-terrorism-suspect/
341,5,2010,10,Protecting Civil Liberties While Fighting Terrorism,2010-10-04,https://www.nytimes.com/2010/10/04/opinion/l04intel.html
342,5,2010,2,Judge Expanded Review on Terrorism Suspect,2010-02-25,https://cityroom.blogs.nytimes.com/2010/02/25/judge-expanded-review-on-terrorism-suspect/
343,5,2010,7,Countering Terrorism With Mockery,2010-07-15,https://thelede.blogs.nytimes.com/2010/07/15/countering-terrorism-with-mockery/
344,5,2010,3,A Guilty Plea to 2 Terrorism Charges,2010-03-19,https://www.nytimes.com/2010/03/19/us/19cartoon.html
345,5,2010,9,Gauging Jurors’ Fears Before a Terrorism Trial Even Starts,2010-09-25,https://www.nytimes.com/2010/09/25/nyregion/25ghailani.html
346,5,2010,6,2 New Jersey Men in Terrorism Case Go Before a Judge,2010-06-08,https://www.nytimes.com/2010/06/08/nyregion/08terror.html
347,5,2010,3,E.U. Weighs Its Own System to Track Cash for Terrorism,2010-03-25,https://www.nytimes.com/2010/03/25/world/europe/25swift.html
348,5,2010,2,"In Plane Crash Coverage, Networks Use the Word 'Terrorism' With Care",2010-02-18,https://mediadecoder.blogs.nytimes.com/2010/02/18/in-plane-crash-coverage-networks-use-the-word-terrorism-with-care/
349,5,2010,11,Decision Near on Site of Terrorism Trial,2010-11-11,https://www.nytimes.com/2010/11/11/us/11brfs-DECISIONNEAR_BRF.html
350,6,2010,11,"In U.S. Sting Operations, Questions of Entrapment",2010-11-30,https://www.nytimes.com/2010/11/30/us/politics/30fbi.html
351,6,2010,8,A Modest Proposal to Stimulate Employment and Fight Terrorism,2010-08-03,https://economix.blogs.nytimes.com/2010/08/03/a-modest-proposal-to-stimilate-employment-and-fight-terrorism/
352,6,2010,2,Official Says Terrorism Suspect Is Cooperating,2010-02-03,https://www.nytimes.com/2010/02/03/us/03terror.html
353,6,2010,11,Decision Near on Site of Terrorism Trial,2010-11-11,https://www.nytimes.com/2010/11/11/us/11brfs-DECISIONNEAR_BRF.html
354,6,2010,7,Sentence Is Sharply Increased for Lawyer Convicted of Aiding Terror,2010-07-16,https://www.nytimes.com/2010/07/16/nyregion/16stewart.html
355,6,2010,1,The Early Word: Terrorism Review,2010-01-07,https://thecaucus.blogs.nytimes.com/2010/01/07/the-early-word-terrorism-review/
356,6,2010,8,Fire and Gunshots at Tennessee Mosque Site Called 'Terrorism',2010-08-30,https://thelede.blogs.nytimes.com/2010/08/30/fear-spreads-after-fire-at-tennessee-mosque-site/
357,6,2010,1,"After Months of Scrutiny in Zazi Terrorism Case, Two Arrests Came as a Surprise",2010-01-09,https://www.nytimes.com/2010/01/09/nyregion/09zazi.html
358,6,2010,2,Top Terror Prosecutor Is a Critic of Civilian Trials,2010-02-19,https://www.nytimes.com/2010/02/20/nyregion/20prosecutor.html
359,6,2010,1,"White House, Giuliani Spar Over Terrorism Policies",2010-01-08,https://thecaucus.blogs.nytimes.com/2010/01/08/white-house-giuliani-spar-over-terrorism-policies/
360,7,2010,7,One U.S. Prosecutor in Brooklyn Is Behind Many Terrorism Convictions,2010-07-07,https://www.nytimes.com/2010/07/07/nyregion/07prosecutor.html
361,7,2010,5,"Suspect, Charged, Said to Admit to Role in Plot",2010-05-04,https://www.nytimes.com/2010/05/05/nyregion/05bomb.html
362,7,2010,1,Security and Civil Liberties in the Age of Terrorism,2010-01-03,https://www.nytimes.com/2010/01/03/opinion/l03aclu.html
363,7,2010,1,Terrorism Today: Investigating Al Qaeda's Presence Around the World,2010-01-05,https://learning.blogs.nytimes.com/2010/01/05/terrorism-today-investigating-al-qaedas-presence-around-the-world/
364,7,2010,1,Terrorism Today: Investigating Al Qaeda&#8217;s Presence Around the World,2010-01-05,https://learning.blogs.nytimes.com/2010/01/05/terrorism-today-investigating-al-qaedas-presence-around-the-world/
365,7,2010,5,Do You Worry About Terrorism?,2010-05-05,https://learning.blogs.nytimes.com/2010/05/05/do-you-worry-about-terrorism/
366,7,2010,2,Father of Terrorism Defendant Is Charged Again,2010-02-01,https://cityroom.blogs.nytimes.com/2010/02/01/father-of-accused-terrorist-also-charged/
367,7,2010,5,Zimbabwe Court Acquits Mugabe Opponent of Terrorism Charges,2010-05-11,https://www.nytimes.com/2010/05/11/world/africa/11zimbabwe.html
368,7,2010,2,Father of Terrorism Defendant Is Charged Again,2010-02-01,https://cityroom.blogs.nytimes.com/2010/02/01/father-of-accused-terrorist-also-charged/
369,7,2010,5,Do You Worry About Terrorism?,2010-05-05,https://learning.blogs.nytimes.com/2010/05/05/do-you-worry-about-terrorism/
370,8,2010,12,Terrorism Fighter Finds New Adversary,2010-12-10,https://query.nytimes.com/gst/fullpage.html?res=9804EED71031F933A25751C1A9669D8B63
371,8,2010,2,U.S. Keeps North Korea Off Terror List,2010-02-04,https://www.nytimes.com/2010/02/04/world/asia/04terror.html
372,8,2010,12,Holder Calls Terrorism Sting Operations ‘Essential’,2010-12-12,https://www.nytimes.com/2010/12/12/us/politics/12holder-1.html
373,8,2010,11,Germany: 18-Year-Old Faces Charges of Terrorism Over Internet Videos,2010-11-06,https://www.nytimes.com/2010/11/06/world/europe/06briefs-GERMANY.html
374,8,2010,11,Germany Copes With Terror Alert,2010-11-19,https://www.nytimes.com/2010/11/19/world/asia/19Germany.html
375,8,2010,9,Variations on a Theme of International Terrorism,2010-09-06,https://www.nytimes.com/2010/09/07/arts/television/07trip.html
376,8,2010,10,Indonesian Military Joins a Local Terrorism Fight,2010-10-08,https://www.nytimes.com/2010/10/08/world/asia/08indo.html
377,8,2010,7,Guantánamo Detainee Pleads Guilty in Terror Case,2010-07-08,https://www.nytimes.com/2010/07/08/us/08gitmo.html
378,8,2010,2,India Issues Terrorism Alert Over Hijack Plot,2010-02-02,https://intransit.blogs.nytimes.com/2010/02/02/india-issues-terrorism-alert-over-hijack-plot/
379,8,2010,2,India Issues Terrorism Alert Over Hijack Plot,2010-02-02,https://intransit.blogs.nytimes.com/2010/02/02/india-issues-terrorism-alert-over-hijack-plot/
380,9,2010,2,India Issues Terrorism Alert Over Hijack Plot,2010-02-02,https://intransit.blogs.nytimes.com/2010/02/02/india-issues-terrorism-alert-over-hijack-plot/
381,9,2010,2,India Issues Terrorism Alert Over Hijack Plot,2010-02-02,https://intransit.blogs.nytimes.com/2010/02/02/india-issues-terrorism-alert-over-hijack-plot/
382,9,2010,1,Bipartisan Group of Senators Bands Together on Terrorism Trials,2010-01-26,https://thecaucus.blogs.nytimes.com/2010/01/26/bipartisan-group-of-senators-bands-together-on-terrorism-trials/
383,9,2010,11,"At Terror Trial, Big Questions Were Avoided",2010-11-19,https://www.nytimes.com/2010/11/19/nyregion/19ghailani.html
384,9,2010,10,Obama Walks Fine Political Line on Terror Threat,2010-10-31,https://www.nytimes.com/2010/10/31/us/politics/31prexy.html
